"","grade","male","raceeth","preschool","expectBachelors","motherHS","motherBachelors","motherWork","fatherHS","fatherBachelors","fatherWork","selfBornUS","motherBornUS","fatherBornUS","englishAtHome","computerForSchoolwork","read30MinsADay","minutesPerWeekEnglish","studentsInEnglish","schoolHasLibrary","publicSchool","urban","schoolSize","readingScore"
"3157",10,0,"Hispanic",0,1,0,0,1,0,0,1,0,0,0,0,0,0,270,23,1,1,0,3004,555.11
"3158",11,1,"More than one race",1,1,1,1,1,1,1,1,1,0,0,1,1,0,200,25,1,0,1,398,431.43
"3160",10,0,"White",0,0,1,1,1,1,1,1,1,1,1,1,1,0,270,21,1,1,0,421,520.55
"3161",10,1,"Hispanic",0,1,1,0,1,1,0,0,1,1,1,1,1,0,275,30,1,1,1,2144,503.1
"3162",11,0,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,1,0,50,40,1,1,1,3592,494.73
"3163",11,0,"Black",0,1,1,1,1,1,1,1,0,0,0,1,1,0,450,30,1,1,0,1750,675.22
"3164",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,389,545.58
"3165",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,224,21,1,1,0,690,627.08
"3166",11,0,"Asian",1,1,1,1,1,1,1,0,0,0,0,0,1,0,250,25,1,1,1,3000,575.13
"3171",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,0,0,450,22,1,1,0,762,491.79
"3172",10,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,22,1,1,0,762,338.87
"3173",10,1,"White",1,1,1,1,1,1,1,1,1,0,1,1,1,0,225,25,1,1,0,3009,661.03
"3174",11,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,1087,460.21
"3175",11,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,270,20,1,1,0,1680,552.96
"3176",10,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,0,0,1,0,250,22,1,1,1,1723,466.14
"3177",9,1,"Black",1,0,1,0,1,1,0,1,1,1,1,1,0,0,450,28,1,1,0,1387,341.64
"3178",10,0,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,0,180,20,1,1,1,1998,492.75
"3179",10,0,"Hispanic",0,1,1,0,1,0,0,1,1,0,0,0,0,0,275,35,1,1,1,3592,431.82
"3180",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,26,1,1,0,762,410.99
"3181",10,1,"White",0,0,1,0,1,1,0,0,1,1,1,1,1,0,225,25,1,1,0,1250,390.95
"3182",10,0,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,285,30,1,1,1,1619,434.2
"3184",10,0,"Asian",1,1,1,0,1,1,0,1,0,0,0,0,1,1,250,30,1,1,1,2080,646.78
"3186",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,20,1,1,0,712,577.17
"3188",10,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,250,16,1,1,0,2098,600.79
"3191",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,50,27,1,1,0,850,517.93
"3192",9,1,"Black",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,358,341.32
"3193",10,1,"White",1,0,1,1,0,1,0,1,1,1,1,1,1,0,225,25,1,1,0,926,482.02
"3194",10,1,"White",1,1,1,0,1,1,1,1,1,0,1,1,1,0,270,30,1,1,1,1378,624.23
"3198",11,0,"White",0,1,0,0,0,1,0,0,1,1,1,1,1,0,225,20,1,1,1,3000,630.18
"3199",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,200,25,1,1,0,632,558.37
"3200",10,0,"White",0,1,1,0,0,1,1,1,1,1,1,1,1,1,290,16,1,1,0,926,508.32
"3202",10,1,"Hispanic",0,1,0,0,0,1,0,1,0,0,0,0,1,0,120,30,1,1,0,1692,491.07
"3204",11,0,"Hispanic",0,0,0,0,1,0,0,1,1,1,1,1,1,0,250,25,1,1,1,1723,472.73
"3207",10,1,"Hispanic",1,1,1,1,0,1,1,1,1,1,1,1,1,0,240,20,1,0,1,356,553.93
"3208",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,350,30,1,1,0,712,562.5
"3210",10,1,"Black",1,1,1,0,1,0,0,1,1,1,1,1,1,0,255,30,1,1,1,1202,388.46
"3211",9,0,"Hispanic",0,1,0,0,0,0,0,1,0,0,0,0,1,0,275,25,1,1,1,1062,519.04
"3212",10,0,"Black",0,1,1,0,1,1,0,0,1,1,1,1,1,0,264,25,1,1,1,1202,529.05
"3213",10,1,"Hispanic",1,1,0,0,1,0,1,1,1,0,0,0,1,0,400,24,1,1,1,1720,412.67
"3216",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,25,1,1,0,898,473.52
"3218",10,0,"White",0,1,1,0,0,1,0,0,1,1,1,1,1,0,250,20,1,1,0,854,457.71
"3221",10,1,"Hispanic",0,1,1,1,1,1,1,1,1,0,1,1,1,0,300,25,1,1,0,1733,623.11
"3222",10,0,"Hispanic",1,0,1,0,0,1,0,0,1,1,1,1,1,0,225,21,1,1,0,1828,497.91
"3226",10,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,160,23,1,0,1,1212,567.79
"3227",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,27,1,1,0,1327,398.77
"3228",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,1812,439.05
"3229",11,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,1,255,18,1,1,0,996,669.13
"3230",10,1,"Asian",1,1,1,1,0,1,1,1,1,0,0,1,1,1,275,30,1,1,0,2340,663.51
"3232",10,1,"Hispanic",1,1,1,0,1,1,0,1,1,0,0,0,1,0,275,22,0,1,1,502,481.94
"3234",10,0,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,300,40,1,1,1,3138,467.09
"3235",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,0,1,330,31,1,1,0,2041,631.53
"3236",10,1,"White",0,1,1,1,1,1,0,1,1,1,1,1,1,0,60,27,1,1,0,1913,629.28
"3237",10,1,"Hispanic",1,1,1,1,0,1,1,1,1,0,0,0,1,1,450,25,1,1,0,2041,550.64
"3238",10,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,140,20,1,1,1,1900,599.59
"3239",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,450,12,1,1,0,2569,547.51
"3240",10,1,"White",0,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,1,0,1526,583.43
"3241",11,1,"White",0,1,1,1,1,1,1,0,1,1,1,1,1,0,350,30,1,1,0,1295,457.16
"3242",10,1,"Black",0,1,0,0,1,1,1,1,1,0,0,1,1,0,450,27,1,1,1,1411,429.35
"3243",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,450,25,1,1,0,1489,534.61
"3245",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,300,18,1,1,0,690,534.36
"3246",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,135,23,1,1,0,996,406.74
"3247",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,630,14,1,1,0,1173,497.43
"3248",11,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,270,30,1,1,1,2966,494.84
"3249",11,1,"More than one race",1,1,1,0,1,1,0,1,1,1,1,1,1,0,205,20,1,1,0,632,507.43
"3250",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,275,20,0,1,1,502,540.38
"3251",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,450,27,1,1,0,1317,444.34
"3252",11,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,300,30,1,1,0,1913,609.16
"3253",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,0,450,25,1,1,0,1173,537.87
"3255",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,0,1680,637.33
"3256",10,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,225,15,1,0,0,331,428.4
"3257",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,650,20,1,1,0,432,533.88
"3258",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,1,1,1,0,1,225,14,1,1,1,539,490.51
"3259",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,300,33,1,1,0,316,619.61
"3260",10,1,"Native Hawaiian/Other Pacific Islander",0,0,0,0,0,1,0,1,1,1,1,1,1,0,450,24,1,1,0,1387,555.85
"3261",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,225,30,1,1,0,1087,601.1
"3265",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,25,1,1,0,2748,616.67
"3266",10,0,"Hispanic",1,0,0,0,1,0,0,1,1,0,0,0,1,0,318,40,1,1,1,3201,414.42
"3267",10,0,"Hispanic",1,0,1,0,1,1,0,1,1,0,0,0,1,0,270,25,1,1,1,2255,474.48
"3269",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,215,20,1,1,0,774,671.89
"3271",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,200,20,1,0,1,398,370.98
"3272",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,21,1,1,0,1327,600.39
"3275",10,1,"White",1,1,0,0,1,1,0,1,1,1,0,1,1,0,275,25,1,1,0,2041,572.44
"3276",10,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,0,1,1,0,270,18,1,1,1,2999,566.27
"3278",10,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,240,15,1,1,0,247,535.73
"3280",10,1,"White",0,1,1,1,1,1,1,1,1,1,0,1,1,1,480,25,1,0,1,575,663.59
"3281",10,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,250,7,1,1,0,868,292.26
"3282",10,1,"Hispanic",1,0,1,0,1,1,0,1,1,1,1,0,1,0,300,30,1,1,1,3138,387.98
"3283",11,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,180,25,1,1,0,2748,636.38
"3284",9,1,"Hispanic",1,1,1,0,1,1,0,0,1,0,1,0,1,0,250,21,1,1,0,1411,344.13
"3285",9,1,"White",0,0,0,0,1,1,0,1,1,1,1,1,1,0,275,20,1,1,0,362,422.45
"3286",10,0,"White",0,0,0,0,0,1,0,0,1,1,1,1,1,0,315,25,1,1,0,1250,403.22
"3287",10,0,"More than one race",0,1,1,0,0,1,0,1,1,1,1,1,1,1,350,30,1,1,0,712,475.83
"3288",10,0,"Black",1,1,1,1,1,1,0,1,1,1,1,1,1,0,240,22,1,1,0,1380,329.9
"3290",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,22,1,1,1,2999,570.28
"3291",11,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,0,250,20,1,1,0,929,723.2
"3292",10,1,"Black",1,1,1,1,0,1,1,0,1,1,1,1,1,0,200,23,1,0,1,398,348.94
"3295",10,1,"White",0,1,0,0,1,1,0,1,1,1,1,1,1,0,640,20,1,1,1,1900,503.18
"3297",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,16,1,1,0,347,475.84
"3299",10,0,"White",1,0,0,0,1,1,0,1,1,1,1,1,0,0,80,18,1,1,0,227,407.51
"3300",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,17,1,1,0,347,650.83
"3301",11,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,270,35,1,1,1,1378,597.22
"3303",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,1,275,21,1,1,0,1526,606.9
"3304",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,315,70,1,1,0,261,486.71
"3305",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,270,20,1,1,0,196,542.79
"3306",11,0,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,1,1,1,420,27,1,1,1,3201,527.15
"3307",10,0,"Asian",1,1,1,0,1,1,0,1,1,0,0,1,1,0,300,28,1,1,1,2144,544.46
"3308",11,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,50,31,1,1,0,361,533.64
"3310",9,0,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,300,15,1,1,0,929,549.07
"3312",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,0,1,245,20,1,1,0,149,525.72
"3313",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,270,30,1,1,1,2999,607.06
"3315",9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,20,1,1,0,1526,618.06
"3317",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,300,26,1,1,1,2255,587.6
"3318",11,0,"Hispanic",1,1,0,0,1,1,0,1,1,1,1,1,1,1,55,30,1,1,1,1392,541.44
"3319",10,0,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,225,27,1,1,1,1046,690.16
"3320",10,1,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,1,850,19,1,1,0,820,418.12
"3321",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,261,27,1,1,1,1734,582.99
"3323",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,240,30,1,1,0,808,566.39
"3324",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,12,1,0,0,331,529.13
"3325",10,0,"White",1,1,1,1,0,1,0,1,1,1,1,1,1,1,225,16,1,0,1,366,592.05
"3327",10,0,"Black",1,1,1,0,1,1,0,0,1,1,1,1,1,1,100,20,1,1,1,1276,465.26
"3331",9,1,"White",0,1,1,1,1,1,1,1,1,1,1,1,1,0,450,30,1,1,0,1173,399.2
"3332",11,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,0,1,55,10,1,1,0,362,455.81
"3333",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,450,24,1,1,0,432,444.9
"3335",10,1,"Black",0,1,1,0,1,1,0,0,1,1,1,1,1,0,88,29,1,1,1,1202,407.94
"3337",10,0,"Hispanic",0,1,1,1,1,1,0,1,1,1,1,1,1,0,270,28,1,1,0,1489,562.65
"3338",10,1,"More than one race",1,0,0,1,1,0,0,1,1,1,1,1,1,1,275,27,1,1,0,899,442.49
"3340",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,160,20,1,0,1,1212,574.53
"3342",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,26,1,1,0,358,282.16
"3343",11,0,"Hispanic",1,1,1,0,1,0,0,1,1,0,0,0,1,0,250,21,1,1,0,2183,493.94
"3344",11,1,"Hispanic",1,1,0,0,0,0,0,1,1,0,0,1,1,0,275,30,1,1,1,2144,376.6
"3347",10,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,560,30,1,1,0,930,572.44
"3350",10,1,"More than one race",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,20,1,1,0,987,495.08
"3351",11,0,"Black",0,0,1,0,0,1,0,0,1,1,1,1,0,1,260,20,1,1,1,1202,504.43
"3352",9,1,"Black",0,0,1,0,0,1,0,0,1,1,1,1,0,0,225,18,1,1,0,762,347.66
"3353",11,1,"Asian",0,0,1,0,1,1,0,1,1,0,0,1,1,0,270,24,1,1,0,1489,323.28
"3354",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,0,1,240,20,1,1,0,347,542.79
"3356",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,300,23,1,1,0,1233,428.32
"3357",10,0,"Hispanic",1,1,1,0,0,1,0,0,1,0,0,0,1,0,46,30,1,1,1,1574,548.36
"3359",11,1,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,300,17,1,1,0,366,542.7
"3360",10,1,"Hispanic",0,1,0,0,0,0,0,1,1,0,0,0,1,0,275,20,1,1,0,926,468.95
"3365",10,0,"White",0,1,0,0,1,1,0,0,1,0,0,0,1,0,230,20,1,1,0,1828,553.52
"3366",10,0,"Hispanic",1,1,1,0,0,1,0,1,1,1,1,1,1,0,250,22,1,1,1,2532,414.42
"3367",10,0,"American Indian/Alaska Native",1,1,0,0,1,1,0,1,1,1,1,1,0,1,225,14,1,1,0,300,433.64
"3368",9,1,"White",1,1,1,0,1,1,0,0,1,1,1,1,1,0,180,16,1,1,0,389,501.9
"3370",10,1,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,275,20,1,1,1,2004,550.96
"3371",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,225,15,1,1,0,854,491.48
"3375",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,250,20,1,1,0,636,464.06
"3376",10,0,"Asian",1,1,0,0,0,1,0,0,1,0,0,0,1,0,300,30,1,1,0,1913,563.85
"3377",9,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,25,1,1,1,1276,532.84
"3380",10,1,"Asian",0,1,1,1,1,1,1,1,0,0,0,1,1,0,245,35,1,1,1,1095,623.51
"3381",10,0,"White",0,0,1,0,0,1,0,1,1,1,1,1,1,1,200,25,1,1,0,632,584.5
"3382",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,25,1,1,0,361,438.32
"3383",10,1,"White",1,1,1,0,0,1,1,0,1,1,1,1,1,0,240,30,1,1,0,808,427.82
"3385",10,0,"Asian",1,1,1,1,1,0,0,1,1,0,0,1,1,1,55,33,1,1,0,2340,603.73
"3386",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,225,20,1,1,0,358,578.86
"3387",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,250,36,1,1,0,1692,631.37
"3389",10,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,40,1,1,0,1692,506.09
"3390",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,22,1,1,0,1233,622.23
"3391",10,0,"Black",0,0,1,0,1,1,0,1,1,1,1,1,1,0,275,27,1,1,0,507,499.66
"3393",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,300,20,1,1,0,362,244.48
"3394",10,1,"Asian",1,0,1,0,0,1,0,1,1,0,0,0,1,0,245,30,1,1,1,1095,611.89
"3395",10,0,"Black",0,0,1,0,1,1,0,1,1,1,1,1,1,1,225,22,1,1,1,989,383.2
"3397",9,1,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,1,1,0,175,20,1,1,0,3004,338.28
"3398",9,1,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,0,1200,30,1,1,0,1411,377.32
"3399",10,0,"Hispanic",1,1,1,0,1,1,0,1,1,1,1,1,1,0,350,26,1,1,0,1101,615.88
"3402",10,0,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,1,225,30,1,1,0,1610,533.9
"3403",11,0,"White",0,0,1,0,1,0,0,1,1,1,1,1,1,0,240,30,1,1,1,1400,417.76
"3407",11,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,0,250,20,1,0,1,308,539.58
"3408",11,0,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,225,20,1,0,1,356,723.52
"3409",11,0,"White",1,1,1,1,1,1,1,1,1,1,0,1,1,0,180,26,1,1,1,2999,567.02
"3410",10,0,"Hispanic",1,1,1,1,1,1,0,1,1,1,1,1,1,1,400,25,1,1,0,899,617.87
"3411",11,0,"Black",1,1,1,0,1,0,0,1,1,1,1,1,1,0,350,28,1,1,0,868,540.41
"3412",10,0,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,0,1,0,195,24,1,0,1,570,528.58
"3414",11,1,"White",0,0,1,0,0,1,1,1,1,1,1,1,0,0,264,30,1,1,0,2402,513.52
"3415",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,0,1,225,30,1,1,0,1327,565.04
"3417",11,0,"Black",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,10,1,0,1,915,588.08
"3419",10,1,"Hispanic",0,0,1,0,1,1,0,1,0,0,0,0,1,0,30,20,1,1,1,1720,576.13
"3420",11,0,"Hispanic",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,25,1,1,1,2004,673.08
"3425",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,50,24,1,1,0,762,502.84
"3426",10,0,"Black",0,1,1,1,1,1,0,1,1,1,1,1,1,0,300,25,1,1,1,2162,556.86
"3427",10,1,"White",1,0,1,0,1,0,0,1,1,1,1,1,1,0,500,20,1,1,0,1411,423.57
"3428",10,1,"American Indian/Alaska Native",0,0,1,0,1,1,0,1,1,1,1,0,1,0,250,16,1,1,0,300,401.69
"3430",10,0,"More than one race",1,1,1,1,1,1,0,1,1,1,1,1,0,0,450,35,1,1,0,979,470.82
"3432",10,0,"White",1,1,1,0,1,1,1,1,1,1,1,1,1,1,275,21,1,1,0,1526,600.55
"3433",10,1,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,0,350,30,1,1,0,898,577.9
"3435",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,525,14,1,1,0,1173,541.58
"3436",10,1,"White",0,1,1,0,1,1,1,1,1,1,1,1,1,0,270,20,1,1,0,261,295.79
"3437",11,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,225,25,1,0,0,1064,629.92
"3439",10,1,"White",1,1,1,1,1,1,1,1,0,0,0,1,1,0,315,30,1,1,0,2361,487.23
"3440",9,1,"Hispanic",1,1,1,0,1,1,0,0,1,0,0,1,1,0,300,30,1,1,0,1347,468.95
"3441",11,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,1,240,25,1,1,1,989,564.8
"3442",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,45,25,1,1,0,887,428.06
"3445",11,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,1,225,18,1,1,0,854,601.18
"3447",10,0,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,0,225,28,1,1,0,347,463.67
"3449",11,0,"Hispanic",0,1,0,1,1,0,0,1,1,1,0,1,1,0,315,20,1,1,0,1897,505.7
"3450",10,1,"More than one race",0,0,1,0,0,0,0,0,1,1,1,1,1,0,275,24,1,1,0,929,601.3
"3452",10,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,160,13,1,1,1,1900,464.7
"3454",10,1,"White",1,1,1,0,0,1,0,1,1,1,1,1,1,1,240,32,1,1,0,808,463.58
"3455",10,1,"Asian",1,1,1,1,1,1,1,1,1,0,0,1,1,0,350,28,1,1,0,899,604.91
"3456",10,1,"Asian",1,1,0,0,1,0,0,1,0,0,0,1,1,0,235,35,1,1,1,1095,525.07
"3459",10,0,"Black",0,1,1,0,1,0,0,0,1,1,1,1,1,0,255,25,1,1,0,3004,667.04
"3460",9,0,"White",1,1,1,0,0,1,1,1,1,1,1,1,1,1,225,20,1,1,0,358,585.93
"3461",10,0,"White",1,1,1,0,1,1,1,0,1,1,1,1,1,0,50,32,1,1,0,361,420.77
"3462",11,0,"Asian",1,1,1,1,1,1,1,1,0,0,0,0,1,1,450,18,1,1,1,1640,644.48
"3463",9,1,"White",0,0,1,0,1,1,0,1,1,1,1,1,1,0,225,25,1,1,0,1897,549.92
"3464",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,300,20,1,1,1,1378,633.91
"3465",9,0,"White",1,1,1,0,1,0,0,0,1,1,1,1,1,0,250,20,1,1,0,1064,417.92
"3467",10,1,"Hispanic",1,1,1,0,0,1,1,1,1,0,1,1,1,1,200,27,1,1,1,3261,566.59
"3468",10,1,"White",0,1,1,0,1,1,1,0,1,1,1,1,1,0,200,12,1,1,0,509,683
"3469",10,0,"White",0,1,1,0,1,0,0,0,1,1,1,1,0,1,0,20,1,1,0,1317,512.05
"3470",10,0,"More than one race",0,1,1,0,1,1,0,1,1,0,1,1,1,0,270,25,1,1,0,3004,589.11
"3472",11,0,"More than one race",0,0,1,0,0,1,0,1,1,0,1,1,1,0,330,35,1,1,1,3201,584.5
"3473",11,1,"White",1,1,1,1,1,1,0,0,1,1,1,1,1,0,160,20,1,0,1,1212,588.64
"3475",10,0,"Hispanic",1,0,1,0,1,1,0,1,1,0,0,0,1,0,285,25,1,1,1,2999,484.8
"3479",10,0,"Black",1,1,1,0,1,1,0,1,1,1,1,1,1,0,45,40,1,1,1,3592,333.39
"3482",10,0,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,230,25,1,1,0,347,440.08
"3483",9,0,"Hispanic",1,1,0,0,1,0,0,0,1,0,0,0,1,1,45,15,1,1,1,1062,483.93
"3485",9,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,0,275,20,1,1,0,507,397.76
"3486",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,1,1,225,30,1,1,0,366,604.68
"3488",10,1,"White",1,0,1,0,1,1,0,1,1,1,1,1,1,0,225,18,1,1,0,347,569.8
"3490",10,1,"Hispanic",1,1,0,0,1,0,0,1,1,0,0,1,1,0,240,35,1,1,1,1095,470.87
"3491",10,0,"Hispanic",0,1,1,0,0,0,0,1,1,0,0,1,1,1,210,18,1,1,0,261,462.4
"3493",10,0,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,1,225,23,1,1,0,276,439.28
"3494",10,1,"White",1,1,1,1,1,1,1,1,1,1,1,1,1,1,300,20,1,1,0,898,494.76
"3495",10,0,"White",0,1,0,0,0,0,0,1,1,1,1,1,0,1,30,1,0,1,0,889,399.33
"3498",11,1,"More than one race",0,1,1,0,0,1,1,1,1,1,0,1,1,1,235,25,0,1,1,991,495.88
"3502",11,1,"Hispanic",0,1,1,0,1,1,0,1,1,0,0,0,1,0,200,30,1,0,1,398,308.45
"3503",9,1,"White",1,1,1,0,1,1,0,1,1,1,1,1,1,0,235,18,1,1,0,358,510.15
"3504",10,1,"Black",1,1,1,0,1,0,0,1,1,1,1,1,0,0,270,25,1,1,0,1489,408.58
"3505",10,1,"White",0,0,1,1,1,1,0,0,1,1,1,1,1,0,275,20,1,1,0,507,390.06
"3506",10,1,"Hispanic",0,1,1,1,1,1,1,1,1,0,0,0,1,0,450,25,1,1,0,1750,629.84
"3508",10,0,"American Indian/Alaska Native",1,1,1,0,1,1,1,1,1,1,1,1,1,1,250,30,1,1,0,505,612.62
"3510",11,0,"Hispanic",0,0,0,0,0,0,0,1,1,0,0,0,1,1,230,20,1,1,1,1574,569.49
"3511",11,1,"White",1,1,1,1,0,1,1,1,1,1,1,1,1,1,270,18,1,1,0,996,628.48
"3513",10,0,"White",0,1,1,0,0,1,0,1,1,1,1,1,0,0,270,20,1,1,0,261,374.06
"3514",10,1,"Hispanic",1,1,1,1,1,1,1,1,1,1,1,1,1,1,275,30,1,1,0,1526,582.06
"3517",10,1,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,1,1,0,450,20,1,1,0,2569,423.01
"3520",10,1,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,205,20,1,1,0,632,621.75
"3521",10,0,"White",0,1,1,0,1,1,0,1,1,1,1,1,1,0,250,16,1,1,0,1848,547.88
"3526",10,1,"Black",0,0,1,0,0,1,0,1,1,1,1,1,1,0,200,20,1,1,0,1610,492.44
"3527",11,0,"Hispanic",1,1,1,0,0,1,0,1,1,0,0,0,1,0,224,30,1,1,1,2203,538.82
"3528",10,0,"White",1,1,1,1,1,1,0,1,1,1,1,1,1,0,275,25,1,1,0,850,477.18
"3531",9,1,"White",1,0,1,0,0,1,0,1,1,1,1,1,1,0,240,15,0,1,0,247,492.12
